PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
6296297,LAKE TOSCANA,1,LAKE TOSCANA,B,02,DISINFECT/HYPOCHLORIN
6296298,CALVARY CHAPEL,1,CALVARY CHAPEL,B,02,DISINFECT/HYPOCHLORIN
6296299,LUTZ PREPARATORY SCHOOL,1,LUTZ PREPARATORY SCHOOL PLT 1,B,02,DISINFECT/HYPOCHLORIN
6296300,SUNSET POINT II,1,SUNSET POINT II PLANT,B,02,DISINFECT/HYPOCHLORIN
6296301,STONELAKE RANCH CLUBHOUSE,1,STONELAKE RANCH CLUBHOUSE,B,02,DISINFECT/HYPOCHLORIN
6296302,KIDDIE CAMPUS UNIVERSITY,1,KIDDIE CAMPUS UNIVERSITY,B,02,DISINFECT/HYPOCHLORIN
6296303,THE BERRY BARN,1,THE BERRY BARN,B,02,DISINFECT/HYPOCHLORIN
6296304,RHEDA'S ROADSIDE,1,RHEDA'S ROADSIDE,B,02,DISINFECT/HYPOCHLORIN
6296305,CHILDRENS ACADEMY FISHHAWK,1,CHILDRENS ACADEMY FISHHAWK,B,02,DISINFECT/HYPOCHLORIN
6296307,TASTE OF EDEN,1,TASTE OF EDEN,B,02,DISINFECT/HYPOCHLORIN
6296308,THE NEST SCHOOL,1,THE NEST SCHOOL,B,02,DISINFECT/HYPOCHLORIN
6296309,WHITE'S RIVERSIDE FARM,1,WHITE'S RIVERSIDE FARM,B,02,DISINFECT/HYPOCHLORIN
6296310,ABOVE & BEYOND DAYCARE CENTER,1,ABOVE & BEYOND PLANT,B,02,DISINFECT/HYPOCHLORIN
6296312,LUTZ FAMILY CHURCH,1,METHODIST CHURCH PLANT 1,B,02,DISINFECT/HYPOCHLORIN
6296314,NORTH TAMPA CHURCH OF CHRIST,1,NORTH TAMPA CHURCH OF CHRIST,B,02,DISINFECT/HYPOCHLORIN
6296314,NORTH TAMPA CHURCH OF CHRIST,1,NORTH TAMPA CHURCH OF CHRIST,E,23,T-O CTRL/GAC ADDITION
6296314,NORTH TAMPA CHURCH OF CHRIST,1,NORTH TAMPA CHURCH OF CHRIST,E,25,T-O CTRL/ION EXCHANGE
6296315,WILLIAMSON HIGGINS DAIRY FARM,1,HIGGINS DAIRY FARM WORKER HOUS,B,02,DISINFECT/HYPOCHLORIN
6296317,SKIPPER MHP,1,SKIPPER'S MHP,B,02,DISINFECT/HYPOCHLORIN
6296321,TOM LEE COMMUNITY HEALTH CENTER,1,TOM LEE COMMUNITY HEALTH CENTE,B,02,DISINFECT/HYPOCHLORIN
6296322,THE CRAB HUT,1,THE CRAB HUT,B,02,DISINFECT/HYPOCHLORIN
6296323,SANWAY FARMS WALTER HUNTER MLC,1,"SANWAY FARMS, INC",B,02,DISINFECT/HYPOCHLORIN
6296323,SANWAY FARMS WALTER HUNTER MLC,1,"SANWAY FARMS, INC",H,25,SOFTENING/ION EXCHANGE
6296323,SANWAY FARMS WALTER HUNTER MLC,2,SAN WAY FARMS- PLANT,B,02,DISINFECT/HYPOCHLORIN
6296324,SPIVEY FARMS,1,SPIVEY FARMS,B,02,DISINFECT/HYPOCHLORIN
6296324,SPIVEY FARMS,1,SPIVEY FARMS,H,25,SOFTENING/ION EXCHANGE
6296325,BROOKWOOD SUBDIVISION,1,MASTER METER - CONSECUTIVE,A,,NO TRTMT
6296326,AUTOZONE AT PLANT CITY #3825,1,AUTO ZONE,B,02,DISINFECT/HYPOCHLORIN
6296327,MLK FOOD MART,1,MLK FOOD MART,B,02,DISINFECT/HYPOCHLORIN
6296329,JOHN'S BUTCHER SHOP,1,JOHN'S BUTCHER SHOP PLANT,B,02,DISINFECT/HYPOCHLORIN
6296329,JOHN'S BUTCHER SHOP,1,JOHN'S BUTCHER SHOP PLANT,E,25,T-O CTRL/ION EXCHANGE
6296330,I-4 SOUTH WEIGHT IN MOTION WTP,1,SOUTH WIM PLANT,B,02,DISINFECT/HYPOCHLORIN
6296331,I-4 NORTH WEIGHT IN MOTION STATION,1,I 4 WEIGHT IN MOTION STATION N,B,02,DISINFECT/HYPOCHLORIN
6296331,I-4 NORTH WEIGHT IN MOTION STATION,1,I 4 WEIGHT IN MOTION STATION N,G,30,IRON RMVL/GREENSAND FILTR
6296333,HCS/STRAWBERRY CREST HIGH/BAILEY ELEM,1,STRAWBERRY CREST HIGH/BAILEY,B,02,DISINFECT/HYPOCHLORIN
6296333,HCS/STRAWBERRY CREST HIGH/BAILEY ELEM,1,STRAWBERRY CREST HIGH/BAILEY,E,20,T-O CTRL/AERATION
6296333,HCS/STRAWBERRY CREST HIGH/BAILEY ELEM,1,STRAWBERRY CREST HIGH/BAILEY,G,18,IRON RMVL/SEQUESTATION
6296333,HCS/STRAWBERRY CREST HIGH/BAILEY ELEM,1,STRAWBERRY CREST HIGH/BAILEY,S,41,ARSENIC REMOVAL/ADSORPTIVE MEDIA
6296334,CINCO SOCCER,1,CINCO SOCCER,B,02,DISINFECT/HYPOCHLORIN
6296336,DIEHL FARM WORKER HOUSING,1,DIEHL FARM WORK HOUSING,B,02,DISINFECT/HYPOCHLORIN
6296336,DIEHL FARM WORKER HOUSING,1,DIEHL FARM WORK HOUSING,E,23,T-O CTRL/GAC ADDITION
6296336,DIEHL FARM WORKER HOUSING,1,DIEHL FARM WORK HOUSING,E,25,T-O CTRL/ION EXCHANGE
6296337,FAMILY DOLLAR STORE #8087,1,FAMILY DOLLAR STORE,B,02,DISINFECT/HYPOCHLORIN
6296338,DOLLAR GENERAL STORE #11398,1,DOLLAR STORE,B,02,DISINFECT/HYPOCHLORIN
6296340,RACETRAC #698,1,RACETRAC,B,02,DISINFECT/HYPOCHLORIN
6296343,R & W FARMS LLC,1,NORTH PLANT,B,02,DISINFECT/HYPOCHLORIN
6296344,FISHHAWK SPORTING CLAYS,1,FISHHAWK SPORTING CLAYS,B,02,DISINFECT/HYPOCHLORIN
6296345,AMVET POST 26,1,AMVET POST 26,B,02,DISINFECT/HYPOCHLORIN
6296348,"MOSAIC FERTILIZER, LLC CENTRAL SCREENING",1,CENTRAL SCREENING,B,02,DISINFECT/HYPOCHLORIN
6296351,TAMPA REFORMED BAPTIST CHURCH/FREE GRACE,1,TAMPA REFORMED BAPTIST CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296352,"THOMAS A. DIGERONIMO, MD, PA",1,PLANT,B,02,DISINFECT/HYPOCHLORIN
6296353,"JURASSIC VALLEY LLC, DINOSAUR WORLD INC",1,"JURASSIC VALLY LLC, DINOSAUR",B,02,DISINFECT/HYPOCHLORIN
6296354,EASTPORT INDUSTRIAL PARK,1,INTERCONNECT WITH 6290327,A,,NO TRTMT
6296355,MILEY ROAD FARM WORKER HOUSING,1,MILEY ROAD FARM WORKER HOUSING,B,02,DISINFECT/HYPOCHLORIN
6296356,BONITA BAY,1,BONITA BAY  PLANT,B,02,DISINFECT/HYPOCHLORIN
6296356,BONITA BAY,2,BONITA BAY-NEW PLANT,B,02,DISINFECT/HYPOCHLORIN
6296356,BONITA BAY,2,BONITA BAY-NEW PLANT,R,25,RADS RMVL/ION EXCHANGE
6296358,FIRST CHRISTIAN CHURCH OF SUN CITY CTR,1,FIRST CHRISTIAN CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296359,TOMATO THYME,1,TOMATO THYME,B,02,DISINFECT/HYPOCHLORIN
6296359,TOMATO THYME,1,TOMATO THYME,E,20,T-O CTRL/AERATION
6296359,TOMATO THYME,1,TOMATO THYME,F,23,ORGN-RMVL/GAC ADDITION
6296359,TOMATO THYME,1,TOMATO THYME,R,25,RADS RMVL/ION EXCHANGE
6296360,STRAWBERRY ACHERY CAFE,1,DOVER RETAIL,B,02,DISINFECT/HYPOCHLORIN
6296360,STRAWBERRY ACHERY CAFE,1,DOVER RETAIL,G,18,IRON RMVL/SEQUESTATION
6296361,CHIEF TALLAHASSEE PARK,1,CHIEF TALLAHASSEE PARK,B,02,DISINFECT/HYPOCHLORIN
6296362,IGLESIA CRISTIANA PACTO DE FE,1,IGLESIA CRISTIANA PACTO DE FE,B,02,DISINFECT/HYPOCHLORIN
6296363,HAVEN BEND,1,HAVEN BEND-INTERCONNECT6290787,A,,NO TRTMT
6296364,OAKS MEADOWS RENTALS,1,RICHARD HIGGINS MHP,B,02,DISINFECT/HYPOCHLORIN
6296365,ACADEMY OF MONTESSORI INTERNATIONAL,1,ACADEMY OF MONTESSORI,B,02,DISINFECT/HYPOCHLORIN
6296365,ACADEMY OF MONTESSORI INTERNATIONAL,1,ACADEMY OF MONTESSORI,E,25,T-O CTRL/ION EXCHANGE
6296365,ACADEMY OF MONTESSORI INTERNATIONAL,1,ACADEMY OF MONTESSORI,Z,29,OTHER/CARTRIDGE FILTR
6296366,GLOVER SCHOOL,1,GLOVER SCHOOL,B,02,DISINFECT/HYPOCHLORIN
6296367,JOHNSON FAMILY FARMS PRODUCE,1,JOHNSON FAMILY FARM PRODUCE,B,02,DISINFECT/HYPOCHLORIN
6296368,HILLSBOROUGH COUNTY FAIRGROUNDS,1,HILLSBOROUGH COUNTY FAIRGROUND,B,02,DISINFECT/HYPOCHLORIN
6296371,BISHOP MLC,1,BISHOP MLC,B,02,DISINFECT/HYPOCHLORIN
6296371,BISHOP MLC,1,BISHOP MLC,D,18,CORR-CTRL/SEQUESTATION
6296371,BISHOP MLC,1,BISHOP MLC,R,25,RADS RMVL/ION EXCHANGE
6296372,RUTH MORRIS MLC,1,RUTH MORRIS MLC,B,02,DISINFECT/HYPOCHLORIN
6296373,PREVAIL PEST CONTROL,1,PREVAIL PEST CONTROL,B,02,DISINFECT/HYPOCHLORIN
6296374,CORDOBA RANCH AMENITY CENTER,1,CORDOBA RANCH AMENITY CENTER,B,02,DISINFECT/HYPOCHLORIN
6296376,GRACE CHRISTIAN SCHOOL - GYM,1,GYMNASIUM/EAST WELL,B,02,DISINFECT/HYPOCHLORIN
6296377,GENERAL RV SALES CENTER,1,GENERAL RV SALES CENTER,B,02,DISINFECT/HYPOCHLORIN
6296378,INDEPENDENCE ACADEMY,1,INDEPENDENCE ACADEMY,B,02,DISINFECT/HYPOCHLORIN
6296378,INDEPENDENCE ACADEMY,1,INDEPENDENCE ACADEMY,E,23,T-O CTRL/GAC ADDITION
6296380,ANTIOCH FOOD STORE,1,ANTIOCH FOOD STORE,B,02,DISINFECT/HYPOCHLORIN
6296381,MONTESSORI CASA DEI BAMBINI,1,MONTESSORI CASA DEI BAMBINI,B,02,DISINFECT/HYPOCHLORIN
6296382,CROSS CREEK RANCH,1,CROSS CREEK OFFICE & BATHROOMS,B,02,DISINFECT/HYPOCHLORIN
6296383,SKY ATHLETIX,1,SKY ATHLETIX,B,02,DISINFECT/HYPOCHLORIN
6296384,MCDONALD'S #4514,1,MCDONALDS #10378,B,02,DISINFECT/HYPOCHLORIN
6296385,LOTUS POND CENTER FOR YOGA AND HEALTH,1,LOTUS POND PLANT,B,02,DISINFECT/HYPOCHLORIN
6296386,DOLLAR GENERAL STORE #15583,1,DOLLAR GENERAL STORE #15583,B,02,DISINFECT/HYPOCHLORIN
6296387,EXTRAORDINARY LIFE CHURCH,1,EXTRAORDINARY LIFE CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296387,EXTRAORDINARY LIFE CHURCH,1,EXTRAORDINARY LIFE CHURCH,G,29,IRON RMVL/CARTRIDGE FILTR
6296387,EXTRAORDINARY LIFE CHURCH,1,EXTRAORDINARY LIFE CHURCH,H,25,SOFTENING/ION EXCHANGE
6296388,ALBRITTON LABOR CAMP,1,ALBRITTON WATER PLANT,B,02,DISINFECT/HYPOCHLORIN
6296389,SHERWOOD MHP WEST,1,SHERWOOD MHP WEST,B,02,DISINFECT/HYPOCHLORIN
6296392,FRIENDS AND FAMILY CHURCH,1,FRIENDS AND FAMILY CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296393,QUAN AM BUDDHIST TEMPLE,1,QUAN AM BUDDHIST TEMPLE,B,02,DISINFECT/HYPOCHLORIN
6296394,CANOE OUTPOST,1,CANOE OUTPOST,B,02,DISINFECT/HYPOCHLORIN
6296394,CANOE OUTPOST,1,CANOE OUTPOST,E,20,T-O CTRL/AERATION
6296396,"LIFE INTERNATIONAL ACADEMY, INC.",1,LIFE INTERNATIONAL ACADEMY,B,02,DISINFECT/HYPOCHLORIN
6296396,"LIFE INTERNATIONAL ACADEMY, INC.",1,LIFE INTERNATIONAL ACADEMY,R,25,RADS RMVL/ION EXCHANGE
6296397,NORTH POINTE CHURCH,1,NORTH POINTE CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296399,SWEET LIFE FARMS,1,SWEET LIFE FARMS LABOR CAMP,B,02,DISINFECT/HYPOCHLORIN
6296400,TAMPA GENERAL HOSPITAL,1,INTERCONNECT-F323A E PAVILION,B,03,DISINFECT/CHLORINEDIOX
6296400,TAMPA GENERAL HOSPITAL,2,INTERCONNECT-D131 W PAVILION,B,03,DISINFECT/CHLORINEDIOX
6296400,TAMPA GENERAL HOSPITAL,3,INTERCONNECT-R216B REHAB,B,03,DISINFECT/CHLORINEDIOX
6296400,TAMPA GENERAL HOSPITAL,4,INTERCONNECT-K1202 BAYSHORE,B,03,DISINFECT/CHLORINEDIOX
6296401,MOTT ROAD FARM WORKER HOUSING,1,MOTT ROAD FARM WOKER HOUSING,B,02,DISINFECT/HYPOCHLORIN
6296401,MOTT ROAD FARM WORKER HOUSING,1,MOTT ROAD FARM WOKER HOUSING,S,41,ARSENIC REMOVAL/ADSORPTIVE MEDIA
6296402,UNITY OF NORTH TAMPA,1,UNITY NORTH TAMPA,B,02,DISINFECT/HYPOCHLORIN
6296403,GENERAL RV SERVICE CENTER,1,GENERAL RV SERVICE CENTER,B,02,DISINFECT/HYPOCHLORIN
6296403,GENERAL RV SERVICE CENTER,1,GENERAL RV SERVICE CENTER,G,23,IRON RMVL/GAC ADDITION
6296404,DOLLAR GENERAL STORE #18604,1,DOLLAR GENERAL STORE #18604,B,02,DISINFECT/HYPOCHLORIN
6296405,TAMPA RV ONE SUPERSTORE WELL #1 (EAST),1,TAMPA RV ONE SUPERSTORE #1,B,02,DISINFECT/HYPOCHLORIN
6296406,AIRSTREAM OF TAMPA,1,AIRSTREAM OF TAMPA,B,02,DISINFECT/HYPOCHLORIN
6296407,IMPERIAL OAKS,1,IMPERIAL OAKS,A,,NO TRTMT
6296408,MATHIS FARMS FARM WORKER HOUSING,1,MATHIS FARM WORKER HOUSING,B,02,DISINFECT/HYPOCHLORIN
6296409,M & G BERRY LABOR CAMP,1,M & G BERRY LABOR CAMP,B,02,DISINFECT/HYPOCHLORIN
6296410,DOLLAR GENERAL STORE #19629,1,DOLLAR GENERAL STORE #19629,B,02,DISINFECT/HYPOCHLORIN
6296411,IGLESIA DE DIOS PENTECOSTAL MOVIMIENTO,1,IGLESIA DE DIOS PENTACOSTAL,B,02,DISINFECT/HYPOCHLORIN
6296412,DOLLAR GENERAL STORE #20163,1,DOLLAR GENERAL STORE #20163,B,02,DISINFECT/HYPOCHLORIN
6296413,CIRCLE K STORE #9708,1,CIRCLE K STORE,B,02,DISINFECT/HYPOCHLORIN
6296413,CIRCLE K STORE #9708,1,CIRCLE K STORE,E,25,T-O CTRL/ION EXCHANGE
6296413,CIRCLE K STORE #9708,1,CIRCLE K STORE,E,29,T-O CTRL/CARTRIDGE FILTR
6296414,PARALLEL WIMAUMA,1,PARALLEL WIMAUMA,B,02,DISINFECT/HYPOCHLORIN
6296415,LOOP FARM MCL,1,LOOP FARM MCL,B,02,DISINFECT/HYPOCHLORIN
6296415,LOOP FARM MCL,1,LOOP FARM MCL,E,41,T-O CTRL/ADSORPTIVE MEDIA
6296416,GRACELAND ESTATES,1,MASTER METER,A,,NO TRTMT
6296417,CREEKSIDE CHURCH,1,CREEKSIDE CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296417,CREEKSIDE CHURCH,1,CREEKSIDE CHURCH,G,29,IRON RMVL/CARTRIDGE FILTR
6296418,MCINTOSH PLAZA,1,MCINTOSH PLAZA,B,02,DISINFECT/HYPOCHLORIN
6296418,MCINTOSH PLAZA,1,MCINTOSH PLAZA,G,29,IRON RMVL/CARTRIDGE FILTR
6296419,CAREY ROAD  AG HOUSING SOLUTIONS,1,CAREY ROAD PROJECT AG HOUSING,B,02,DISINFECT/HYPOCHLORIN
6296420,SANCTUARY OF HOPE CHURCH,1,SANCTUARY OF HOPE CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296421,CYPRESS CAY PRESERVE MASTER ASSOCIATION,1,MASTER METER,A,,NO TRTMT
6296422,FL PACIFIC FARMS FARM WORKER HOUSING,1,FLORIDA PACIFIC LANE CAMP,B,02,DISINFECT/HYPOCHLORIN
6296423,MISION LAGO,1,PLANT 1,B,02,DISINFECT/HYPOCHLORIN
6296423,MISION LAGO,1,PLANT 1,E,41,T-O CTRL/ADSORPTIVE MEDIA
6296423,MISION LAGO,1,PLANT 1,G,23,IRON RMVL/GAC ADDITION
6296424,HUNGRY HOWIE'S PIZZA,1,HUNGRY HOWIE'S PIZZA,B,02,DISINFECT/HYPOCHLORIN
6296427,DOLLAR GENERAL STORE #22981,1,DOLLAR GENERAL PLANT,B,02,DISINFECT/HYPOCHLORIN
6296429,ENTERPRISE LEASING FACILITY #4209,1,ENTERPRISE PLANT,B,02,DISINFECT/HYPOCHLORIN
6296430,SUNDANCE GROWERS INC,1,SUNDANCE GROWERS INC PLANT,B,02,DISINFECT/HYPOCHLORIN
6296431,WINDWOOD OAKS FARM WORKER HOUSING,1,WINDWOOD OAKS PLANT,B,02,DISINFECT/HYPOCHLORIN
6296435,EVER AFTER FARM,1,EVER AFTER FARM,B,02,DISINFECT/HYPOCHLORIN
6296437,RAPRAGER FAMILY FARM,1,RAPRAGER FARMS,B,02,DISINFECT/HYPOCHLORIN
6296441,THE FARMHOUSE AT GILLMAN FARMS,1,THE FARMHOUSE AT GILLMAN FARMS,B,02,DISINFECT/HYPOCHLORIN
6382055,WILLISTON WTP,1,WILLISTON WTP #1,B,02,DISINFECT/HYPOCHLORIN
6382055,WILLISTON WTP,2,WILLISTON WTP #2,B,02,DISINFECT/HYPOCHLORIN
6382055,WILLISTON WTP,3,WILLISTON WTP #3,B,02,DISINFECT/HYPOCHLORIN
6382055,WILLISTON WTP,4,WILLISTON AIRPORT WTP,B,02,DISINFECT/HYPOCHLORIN
6382056,TOWN OF INGLIS,1,INGLIS WTP,B,02,DISINFECT/HYPOCHLORIN
6382056,TOWN OF INGLIS,1,INGLIS WTP,D,36,CORR-CTRL/CORROSION INHIB
6382056,TOWN OF INGLIS,1,INGLIS WTP,G,30,IRON RMVL/GREENSAND FILTR
6382056,TOWN OF INGLIS,1,INGLIS WTP,Z,19,OTHER/PH ADJUSTMENT
6382056,TOWN OF INGLIS,1,INGLIS WTP,Z,26,OTHER/REVERSE OSMOSIS
6382106,DRIFTWOOD MHP,1,DRIFTWOOD TRAILER PARK,B,02,DISINFECT/HYPOCHLORIN
6382108,INGLEWOOD ESTATES MH SD,1,INGLEWOOD,B,02,DISINFECT/HYPOCHLORIN
6382108,INGLEWOOD ESTATES MH SD,1,INGLEWOOD,G,18,IRON RMVL/SEQUESTATION
6382112,EMERALD COVE RV RESORT,1,EMERALD COVE RV RESORT,B,02,DISINFECT/HYPOCHLORIN
6382116,YANKEETOWN WTP,1,YANKEETOWN,B,02,DISINFECT/HYPOCHLORIN
6382116,YANKEETOWN WTP,1,YANKEETOWN,C,29,PART-RMVL/CARTRIDGE FILTR
6382116,YANKEETOWN WTP,1,YANKEETOWN,D,18,CORR-CTRL/SEQUESTATION
6382116,YANKEETOWN WTP,1,YANKEETOWN,F,26,ORGN-RMVL/REVERSE OSMOSIS
6382116,YANKEETOWN WTP,1,YANKEETOWN,G,20,IRON RMVL/AERATION
6382116,YANKEETOWN WTP,1,YANKEETOWN,Z,14,OTHER/RAPID SAND FIL
6382116,YANKEETOWN WTP,1,YANKEETOWN,Z,28,OTHER/PACKED TWR-AERA
6382119,WITHLACHOOCHEE MOTEL,1,INGLIS,B,02,DISINFECT/HYPOCHLORIN
6382121,EMERALD COVE TAVERN(THE BUOY BAR),1,EMERALD COVE TAVERN,B,02,DISINFECT/HYPOCHLORIN
6382217,PALM POINT SUBDIVISION,1,INGLIS,B,02,DISINFECT/HYPOCHLORIN
6382242,OAK AVENUE WATER SYSTEM,1,OAK AVE WATER PLANT,B,02,DISINFECT/HYPOCHLORIN
6384605,DUMAL TR PK,1,DUMAL TP,B,02,DISINFECT/HYPOCHLORIN
6384606,WITHLACOOCHEE BACKWATER MHP,1,WITHLACOOCHEE BACKWATER MHP,B,02,DISINFECT/HYPOCHLORIN
6384606,WITHLACOOCHEE BACKWATER MHP,1,WITHLACOOCHEE BACKWATER MHP,G,10,IRON RMVL/COAGULATION
6384607,OUT OF TOWNERS,1,OUT OF TOWNERS,B,02,DISINFECT/HYPOCHLORIN
6384608,INGLIS COUNTRYSIDE VILLAS,1,INGLIS COUNTRYSIDE VILLAS,B,02,DISINFECT/HYPOCHLORIN
6384608,INGLIS COUNTRYSIDE VILLAS,1,INGLIS COUNTRYSIDE VILLAS,G,10,IRON RMVL/COAGULATION
6384608,INGLIS COUNTRYSIDE VILLAS,1,INGLIS COUNTRYSIDE VILLAS,H,25,SOFTENING/ION EXCHANGE
6384609,CIRCLE DRIVE,1,CIRCLE DRIVE,B,02,DISINFECT/HYPOCHLORIN
6384610,VILLAGE PINES MHC & RV CAMPGROUND,1,VILLAGE PINE CAMPGROUND,B,02,DISINFECT/HYPOCHLORIN
6384611,BUDDY'S LAKESIDE PARK,1,BUDDY'S LAKESIDE PARK #1 (S),B,02,DISINFECT/HYPOCHLORIN
6384611,BUDDY'S LAKESIDE PARK,2,BUDDY'S LAKESIDE PARK #2 (N),B,02,DISINFECT/HYPOCHLORIN
6384612,DAN'S MHP,1,DAN'S ADULT MHP,B,02,DISINFECT/HYPOCHLORIN
6384613,LEVY COUNTY STATE BANK,1,LEVY COUNTY STATE BANK,B,02,DISINFECT/HYPOCHLORIN
6384613,LEVY COUNTY STATE BANK,1,LEVY COUNTY STATE BANK,C,14,PART-RMVL/RAPID SAND FIL
6384614,FILTHY MCNASTY'S,1,FILTHY MCNASTY'S,A,,NO TRTMT
6384615,VFW 8698,1,VFW 8698,A,,NO TRTMT
6384616,CIRCLE K 7229,1,CIRCLE K 7229,B,02,DISINFECT/HYPOCHLORIN
6384616,CIRCLE K 7229,1,CIRCLE K 7229,G,10,IRON RMVL/COAGULATION
6384617,INGLIS COMMUNITY CENTER,1,INGLIS COMMUNITY CENTER,B,02,DISINFECT/HYPOCHLORIN
6384618,CIRCLE K  #7234,1,,B,02,DISINFECT/HYPOCHLORIN
6384619,WAGON WHEEL MHP,1,WAGONWHEEL MHP,B,02,DISINFECT/HYPOCHLORIN
6384620,LAKE JOHNSON ESTATES,1,LAKE JOHNSON ESTATES,B,02,DISINFECT/HYPOCHLORIN
6384621,FLORIDA SHERIFFS YOUTH RANCH CARUTH CAMP,1,CARUTH CAMP WELL,B,02,DISINFECT/HYPOCHLORIN
6384621,FLORIDA SHERIFFS YOUTH RANCH CARUTH CAMP,1,CARUTH CAMP WELL,D,18,CORR-CTRL/SEQUESTATION
6384622,JOCO OF GULF HAMMOCK,1,MAQ EXPRESS,B,02,DISINFECT/HYPOCHLORIN
6384623,QUICK KING #17,1,QUICK KING #17,B,02,DISINFECT/HYPOCHLORIN
6384624,LARGO'S,1,LARGO'S,B,02,DISINFECT/HYPOCHLORIN
6384625,WILLISTON HIGHLANDS GOLF & C.C.,1,WILLISTON HIGHLANDS,B,02,DISINFECT/HYPOCHLORIN
6384626,HUDSON JIFFY #1121,1,HUDSON JIFFY 1121,B,02,DISINFECT/HYPOCHLORIN
6384627,JIFFY 1527 (FKA LIL FOOD RANCH),1,WELL1,B,02,DISINFECT/HYPOCHLORIN
6384628,GULF HAMMOCK FISHING CLUB,1,GULF HAMMOCK FISHING CLUB,B,02,DISINFECT/HYPOCHLORIN
6384628,GULF HAMMOCK FISHING CLUB,1,GULF HAMMOCK FISHING CLUB,G,29,IRON RMVL/CARTRIDGE FILTR
6384629,D&M CORNER STORE,1,D&M CORNER STORE,B,02,DISINFECT/HYPOCHLORIN
6384630,FROGS BBQ PAD,1,FROG'S BBQ PAD WTP,B,02,DISINFECT/HYPOCHLORIN
6384631,HENRY BECK PARK,1,HENRY BECK PARK,B,02,DISINFECT/HYPOCHLORIN
6384632,"GATOR HOLE RESTAURANT AND PUB, THE",1,,A,,NO TRTMT
6384633,KINGDOM HALL JEHOVAH WITNESSES,1,,B,02,DISINFECT/HYPOCHLORIN
6384634,CANNON OAKS MHP,1,PLANT #1 (NORTH-PRIMARY),B,02,DISINFECT/HYPOCHLORIN
6384634,CANNON OAKS MHP,2,PLANT #2 (SOUTH-BACKUP),B,02,DISINFECT/HYPOCHLORIN
6384635,DEVILS DEN,1,DEVILS DEN PLANT,B,02,DISINFECT/HYPOCHLORIN
6410182,BRADENTON CITY OF,1,BRADENTON WATER PLANT,B,04,DISINFECT/CHLORAMINES
6410182,BRADENTON CITY OF,1,BRADENTON WATER PLANT,C,10,PART-RMVL/COAGULATION
6410182,BRADENTON CITY OF,1,BRADENTON WATER PLANT,C,14,PART-RMVL/RAPID SAND FIL
6410182,BRADENTON CITY OF,1,BRADENTON WATER PLANT,D,18,CORR-CTRL/SEQUESTATION
6410182,BRADENTON CITY OF,1,BRADENTON WATER PLANT,D,36,CORR-CTRL/CORROSION INHIB
6410182,BRADENTON CITY OF,1,BRADENTON WATER PLANT,E,23,T-O CTRL/GAC ADDITION
6410247,FRIENDLY INN,1,,B,02,DISINFECT/HYPOCHLORIN
6410295,CHRISTIAN RETREAT CAMPGROUND,1,CHRISTIAN RETREAT,B,01,DISINFECT/GASEOUS CHLORIN
6410295,CHRISTIAN RETREAT CAMPGROUND,1,CHRISTIAN RETREAT,E,20,T-O CTRL/AERATION
6410322,CITY OF PALMETTO WATER DEPT.,1,MCPUD/PALMETTO WATER(MANATEE),A,,NO TRTMT
6410382,COUNTRY FAIR,1,COUNTRY FAIR WELL,B,02,DISINFECT/HYPOCHLORIN
6410504,EATONS RESTAURANT,1,,B,02,DISINFECT/HYPOCHLORIN
6410542,PARRISH FAMILY PIZZERIA (FKA JOEY'S),1,TEJANO CLUB,B,02,DISINFECT/HYPOCHLORIN
6410542,PARRISH FAMILY PIZZERIA (FKA JOEY'S),1,TEJANO CLUB,E,20,T-O CTRL/AERATION
6410892,JIGGS LANDING FISH CAMP,1,JIGGS WELL,B,02,DISINFECT/HYPOCHLORIN
6411054,LAZY ACRE TR PK,1,LAZY ACRE WELL,B,02,DISINFECT/HYPOCHLORIN
6411074,PIX PLACE,1,,B,02,DISINFECT/HYPOCHLORIN
6411078,LINGER LODGE TR TRAILER PARK,1,LINGER LODGE,B,02,DISINFECT/HYPOCHLORIN
6411078,LINGER LODGE TR TRAILER PARK,1,LINGER LODGE,E,20,T-O CTRL/AERATION
6411078,LINGER LODGE TR TRAILER PARK,1,LINGER LODGE,H,25,SOFTENING/ION EXCHANGE
6411098,TOWN OF LONGBOAT KEY,1,CHLORINE BOOSTER MID KEY,B,04,DISINFECT/CHLORAMINES
6411098,TOWN OF LONGBOAT KEY,2,CHLORINE BOOSTER SOUTH KEY,B,04,DISINFECT/CHLORAMINES
6411100,YUM YUM STATION,1,,B,02,DISINFECT/HYPOCHLORIN
6411132,MANATEE COUNTY UTILITIES  DEPT,1,17915 WATERLINE ROAD,B,04,DISINFECT/CHLORAMINES
6411132,MANATEE COUNTY UTILITIES  DEPT,1,17915 WATERLINE ROAD,C,10,PART-RMVL/COAGULATION
