,PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source,year
7053,FL-3425029,FOREST GREEN SUBDIVISION,Non-Adjusted,Marion (Primary),241,Natural                       ,No,Ground,2023
7054,FL-3425039,PLANTATION LANDING MHP,Non-Adjusted,Marion (Primary),32,Natural                       ,No,Ground,2023
7055,FL-3425108,LEIGHTON ESTATES WATER SYSTEM,Non-Adjusted,Marion (Primary),93,Natural                       ,No,Ground,2023
7056,FL-3425111,SUNSET HARBOR WATER SYSTEM,Non-Adjusted,Marion (Primary),22,Natural                       ,No,Ground,2023
7057,FL-3425126,IRISH ACRES,Non-Adjusted,Marion (Primary),80,Natural                       ,No,Ground,2023
7058,FL-3425127,ASHLEY FARMS,Non-Adjusted,Marion (Primary),985,Natural                       ,No,Ground,2023
7059,FL-3480114,BRIGHTWOOD MANOR MHP,Non-Adjusted,Orange (Primary),376,Natural                       ,No,Ground,2023
7060,FL-3480149,PLURIS-WEDGEFIELD INC,Non-Adjusted,Orange (Primary),5211,Natural                       ,No,Ground,2023
7061,FL-3480200,"APOPKA, CITY OF",Non-Adjusted,Orange (Primary),56745,Natural                       ,No,Ground,2023
7062,FL-3480203,"MAITLAND, CITY OF",Adjusted,Orange (Primary),11955,H2SiF6,Yes,Ground,2023
7063,FL-3480204,"OCOEE,SOUTH",Adjusted,Orange (Primary),30400,H2SiF6,Yes,Ground,2023
7064,FL-3480226,COLLEGE MOBILE HOME PARK,Non-Adjusted,Orange (Primary),80,Natural                       ,No,Ground,2023
7065,FL-3480255,CRESCENT HEIGHTS S/D(CONSEC),Consecutive,Orange (Primary),866,H2SiF6,Yes,Ground,2023
7066,FL-3480265,OCUD/DAETWYLER SHORES (CONSEC),Consecutive,Orange (Primary),169,H2SiF6,Yes,Ground,2023
7067,FL-3480272,DAVIS SHORES (CONSEC),Consecutive,Orange (Primary),128,H2SiF6,Yes,Ground,2023
7068,FL-3480289,DE NEEF VILLAGE,Non-Adjusted,Orange (Primary),134,Natural                       ,No,Ground,2023
7069,FL-3480327,EATONVILLE WATER DEPARTMENT,Non-Adjusted,Orange (Primary),2438,Natural                       ,No,Ground,2023
7070,FL-3480409,UNIVERSITY OF CENTRAL FLORIDA,Consecutive,Orange (Primary),39438,H2SiF6,Yes,Ground,2023
7071,FL-3480502,VALLEY MHP,Non-Adjusted,Orange (Primary),88,Natural                       ,No,Ground,2023
7072,FL-3480555,HOLIDAY ACRES MOBILE HOME PARK,Non-Adjusted,Orange (Primary),70,Natural                       ,No,Ground,2023
7073,FL-3480681,HARRISON'S TRAILER PARK,Non-Adjusted,Orange (Primary),63,Natural                       ,No,Ground,2023
7074,FL-3480695,LAKE DOWNEY MOBILE HOME PARK,Non-Adjusted,Orange (Primary),179,Natural                       ,No,Ground,2023
7075,FL-3480700,OCUD/LAKE JOHN SHORES WTR SYS,Non-Adjusted,Orange (Primary),60,Natural                       ,No,Ground,2023
7076,FL-3480792,OCUD/MAGNOLIA WOODS WTR SYSTEM,Consecutive,Orange (Primary),310,Natural                       ,No,Ground,2023
7077,FL-3480913,"OAKLAND, TOWN OF",Non-Adjusted,Orange (Primary),4400,Natural                       ,No,Ground,2023
7078,FL-3480940,OLA BEACH IMPROVEMENT ASSN,Non-Adjusted,Orange (Primary),130,Natural                       ,No,Ground,2023
7079,FL-3480962,ORLANDO UTILITIES COMMISSION,Adjusted,Orange (Primary),407756,H2SiF6,Yes,Ground,2023
7080,FL-3481016,PINE ISLE MOBILE VILLA,Non-Adjusted,Orange (Primary),114,Natural                       ,No,Ground,2023
7081,FL-3481093,ROCK SPRINGS MOBILE HOME PARK,Non-Adjusted,Orange (Primary),1196,Natural                       ,No,Ground,2023
7082,FL-3481155,SHADY OAKS TRAILER PARK,Non-Adjusted,Orange (Primary),34,Natural                       ,No,Ground,2023
7083,FL-3481199,SILVER STAR VILLAGE,Non-Adjusted,Orange (Primary),571,Natural                       ,No,Ground,2023
7084,FL-3481270,STARLIGHT RANCH MH ESTATES,Non-Adjusted,Orange (Primary),1092,Natural                       ,No,Ground,2023
7085,FL-3481326,TAFT WATER ASSOCIATION,Non-Adjusted,Orange (Primary),3784,Natural                       ,No,Ground,2023
7086,FL-3481329,TANGERINE WATER COMPANY,Non-Adjusted,Orange (Primary),761,Natural                       ,No,Ground,2023
7087,FL-3481420,VALENCIA ESTATES MO HO PK,Non-Adjusted,Orange (Primary),273,Natural                       ,No,Ground,2023
7088,FL-3481481,WINTER GARDEN WATER DEPT,Non-Adjusted,Orange (Primary),64561,Natural                       ,No,Ground,2023
7089,FL-3481482,"WINTER PARK, CITY OF",Adjusted,Orange (Primary),74199,H2SiF6,Yes,Ground,2023
7090,FL-3481501,CLARCONA RESORTS,Non-Adjusted,Orange (Primary),1153,Natural                       ,No,Ground,2023
7091,FL-3481506,ZELLWOOD STATION,Consecutive,Orange (Primary),2299,Natural                       ,No,Ground,2023
7092,FL-3481507,ZELLWOOD WATER USERS INC.,Non-Adjusted,Orange (Primary),1124,Natural                       ,No,Ground,2023
7093,FL-3481518,HIDDEN VALLEY MOBILE HOME PARK,Non-Adjusted,Orange (Primary),811,Natural                       ,No,Ground,2023
7094,FL-3481546,OCUD/WESTERN REGIONAL WTR SYS,Adjusted,Orange (Primary),184854,H2SiF6,Yes,Ground,2023
7095,FL-3481547,OCUD/PARTLOW ACRES(CONSECUTIVE,Consecutive,Orange (Primary),44,Natural                       ,No,Ground,2023
7096,FL-3481571,BIG OAKS MOBILE HOME PARK,Non-Adjusted,Orange (Primary),112,Natural                       ,No,Ground,2023
7097,FL-3484093,WDW CENTRAL,Non-Adjusted,Orange (Primary),122049,Natural                       ,No,Ground,2023
7098,FL-3484119,OCUD/SOUTH REGIONAL WATER SYS,Adjusted,Orange (Primary),72190,H2SiF6,Yes,Ground,2023
7099,FL-3484132,OCUD/EASTERN WATER SYSTEM,Adjusted,Orange (Primary),262315,H2SiF6,Yes,Ground,2023
7100,FL-3484175,J&ampC MHP,Non-Adjusted,Orange (Primary),36,Natural                       ,No,Ground,2023
7101,FL-3484257,BNMS MOBILE HOME PARK,Non-Adjusted,Orange (Primary),30,Natural                       ,No,Ground,2023
7102,FL-3490090,BAY LAKE ESTATES;,Non-Adjusted,Osceola (Primary),205,Natural                       ,No,Ground,2023
7103,FL-3490184,BUENAVENTURA LAKES,Consecutive,Osceola (Primary),14815,H2SiF6,Yes,Ground,2023
7104,FL-3490265,COLONIAL MOBILE HOME PARK,Non-Adjusted,Osceola (Primary),103,Natural                       ,No,Ground,2023
7105,FL-3490293,MILL CREEK RV RESORT,Non-Adjusted,Osceola (Primary),107,Natural                       ,No,Ground,2023
7106,FL-3490314,CYPRESS COVE,Non-Adjusted,Osceola (Primary),258,Natural                       ,No,Ground,2023
7107,FL-3490673,INTERCESSION CITY,Non-Adjusted,Osceola (Primary),289,Natural                       ,No,Ground,2023
7108,FL-3490751,TOHO WATER AUTHORITY EASTERN,Adjusted,Osceola (Primary),98446,H2SiF6,Yes,Ground,2023
7109,FL-3490770,LAKE RUNNYMEDE MOBILE HOME PK,Non-Adjusted,Osceola (Primary),198,Natural                       ,No,Ground,2023
7110,FL-3490816,GREAT OAK R.V. RESORT,Non-Adjusted,Osceola (Primary),268,Natural                       ,No,Ground,2023
7111,FL-3490986,PLEASANT HILL MHP,Non-Adjusted,Osceola (Primary),148,Natural                       ,No,Ground,2023
7112,FL-3491002,KISSIMMEE RV PARK,Non-Adjusted,Osceola (Primary),38,Natural                       ,No,Ground,2023
7113,FL-3491011,TOHO WATER AUTHORITY WESTERN,Adjusted,Osceola (Primary),36060,H2SiF6,Yes,Ground,2023
7114,FL-3491077,EAST LAKE FISH CAMP,Non-Adjusted,Osceola (Primary),84,Natural                       ,No,Ground,2023
7115,FL-3491298,SHELTER COVE RESORT,Non-Adjusted,Osceola (Primary),167,Natural                       ,No,Ground,2023
7116,FL-3491373,"ST. CLOUD, CITY OF",Adjusted,Osceola (Primary),57822,H2SiF6,Yes,Ground,2023
7117,FL-3491702,FLORIDIAN RV RESORT,Non-Adjusted,Osceola (Primary),402,Natural                       ,No,Ground,2023
7118,FL-3491726,SHARP'S MOBILE HOME PARK,Non-Adjusted,Osceola (Primary),160,Natural                       ,No,Ground,2023
7119,FL-3491904,KING'S MOBILE PARK,Non-Adjusted,Osceola (Primary),38,Natural                       ,No,Ground,2023
7120,FL-3491956,LAKE AJAY VILLAGE S/D,Consecutive,Osceola (Primary),197,H2SiF6,Yes,Ground,2023
7121,FL-3494313,WHISPERING PINES MHP,Non-Adjusted,Osceola (Primary),383,Natural                       ,No,Ground,2023
7122,FL-3494316,BERMUDA M.H.P.,Non-Adjusted,Osceola (Primary),43,Natural                       ,No,Ground,2023
7123,FL-3494318,LAKE MARIAN SHORES,Non-Adjusted,Osceola (Primary),116,Natural                       ,No,Ground,2023
7124,FL-3494359,HYATT FARMS,Non-Adjusted,Osceola (Primary),36,Natural                       ,No,Ground,2023
7125,FL-3494399,DEER PARK,Non-Adjusted,Osceola (Primary),76,Natural                       ,No,Ground,2023
7126,FL-3494400,HAMMOCK POINTE,Non-Adjusted,Osceola (Primary),460,Natural                       ,No,Ground,2023
7127,FL-3494416,HIDDEN GLEN,Non-Adjusted,Osceola (Primary),63,Natural                       ,No,Ground,2023
7128,FL-3494418,SPRINGLAKE VILLAGE WTP,Non-Adjusted,Osceola (Primary),2745,Natural                       ,No,Ground,2023
7129,FL-3494427,HARMONY WATER SYSTEM,Adjusted,Osceola (Primary),1060,Unknown,Yes,Ground,2023
7130,FL-3494428,ENTERPRISE CDD,Consecutive,Osceola (Primary),7301,H2SiF6,Yes,Ground,2023
7131,FL-3494429,TOHO WATER AUTHORITY-POINCIANA SYSTEM,Adjusted,Osceola (Primary),62095,Unknown,Yes,Ground,2023
7132,FL-3530240,Camp Rosalie,Non-Adjusted,Polk (Primary),53,Natural                       ,No,Ground,2023
7133,FL-3530592,FLORIDA CAMP INN,Non-Adjusted,Polk (Primary),1028,Natural                       ,No,Ground,2023
7134,FL-3530683,GRAPE HAMMOCK,Non-Adjusted,Polk (Primary),107,Natural                       ,No,Ground,2023
7135,FL-3530711,HAINES CITY MOBILE HOME PARK,Non-Adjusted,Polk (Primary),179,Natural                       ,No,Ground,2023
7136,FL-3530736,"HARBOR CAMPGROUND, THE",Non-Adjusted,Polk (Primary),189,Natural                       ,No,Ground,2023
7137,FL-3530814,HOLIDAY MANOR,Non-Adjusted,Polk (Primary),70,Natural                       ,No,Ground,2023
7138,FL-3530854,ILE UTILITIES,Non-Adjusted,Polk (Primary),606,Natural                       ,No,Ground,2023
7139,FL-3530946,KISSIMMEE RIVER PARK LLC,Non-Adjusted,Polk (Primary),380,Natural                       ,No,Ground,2023
7140,FL-3531008,GOLD COAST UTILITY,Non-Adjusted,Polk (Primary),2235,Natural                       ,No,Ground,2023
7141,FL-3531009,WALK-IN-THE-WATER LAKE ESTATES,Non-Adjusted,Polk (Primary),449,Natural                       ,No,Ground,2023
7142,FL-3531198,MINERVA MHP,Non-Adjusted,Polk (Primary),40,Natural                       ,No,Ground,2023
7143,FL-3531275,OAK HARBOUR CAMPGROUND,Non-Adjusted,Polk (Primary),67,Natural                       ,No,Ground,2023
7144,FL-3531318,OUTDOOR RESORTS,Non-Adjusted,Polk (Primary),1341,Natural                       ,No,Ground,2023
7145,FL-3531517,NEW RIVER RANCH & RV RESORT,Non-Adjusted,Polk (Primary),1878,Natural                       ,No,Ground,2023
7146,FL-3531546,ROSALIE OAKS,Non-Adjusted,Polk (Primary),183,Natural                       ,No,Ground,2023
7147,FL-3531744,EAST,Non-Adjusted,Polk (Primary),4517,Natural                       ,No,Ground,2023
7148,FL-3532183,AVON PARK CORRECTION INSTITUTE,Non-Adjusted,Polk (Primary),2682,Natural                       ,No,Ground,2023
7149,FL-3532355,BREEZE HILL MOBILE HOME PARK,Non-Adjusted,Polk (Primary),249,Natural                       ,No,Ground,2023
7150,FL-3532582,EMERALD LAKE MHP,Non-Adjusted,Polk (Primary),224,Natural                       ,No,Ground,2023
7151,FL-3535116,LAKE KISSIMMEE MOBILE HOME PK,Non-Adjusted,Polk (Primary),31,Natural                       ,No,Ground,2023
7152,FL-3590026,ALTAMONTE SPRINGS WATER DEPT,Adjusted,Seminole (Primary),49692,H2SiF6,Yes,Ground,2023
7153,FL-3590039,APPLE VALLEY,Consecutive,Seminole (Primary),2923,H2SiF6,Yes,Ground,2023
7154,FL-3590069,BEAR LAKE MANOR,Consecutive,Seminole (Primary),695,H2SiF6,Yes,Ground,2023
7155,FL-3590111,DRUID HILLS,Non-Adjusted,Seminole (Primary),734,Natural                       ,No,Ground,2023
7156,FL-3590159,"CASSELBERRY, CITY OF",Consecutive,Seminole (Primary),48951,H2SiF6,Yes,Ground,2023
7157,FL-3590186,CHULUOTA WATER SYSTEM,Non-Adjusted,Seminole (Primary),3454,Natural                       ,No,Ground,2023
7158,FL-3590201,"LAKE MARY, CITY OF",Adjusted,Seminole (Primary),15766,H2SiF6,Yes,Ground,2023
7159,FL-3590202,"LONGWOOD, CITY OF",Adjusted,Seminole (Primary),20777,H2SiF6,Yes,Ground,2023
7160,FL-3590205,"SANFORD, CITY OF",Adjusted,Seminole (Primary),69052,H2SiF6,Yes,Ground,2023
7161,FL-3590338,ELDER SPRINGS TRAILER PARK,Non-Adjusted,Seminole (Primary),55,Natural                       ,No,Ground,2023
7162,FL-3590473,SEMINOLE COUNTY NORTHEAST,Adjusted,Seminole (Primary),17816,H2SiF6,Yes,Ground,2023
7163,FL-3590497,HARMONY HOMES,Non-Adjusted,Seminole (Primary),141,Natural                       ,No,Ground,2023
7164,FL-3590571,SEMINOLE COUNTY SOUTHEAST,Adjusted,Seminole (Primary),62625,H2SiF6,Yes,Ground,2023
7165,FL-3590615,JANSEN S/D,Non-Adjusted,Seminole (Primary),776,Natural                       ,No,Ground,2023
7166,FL-3590685,LAKE BRANTLEY,Consecutive,Seminole (Primary),172,Natural                       ,No,Ground,2023
7167,FL-3590698,LAKE HARNEY WATER ASSOCIATION,Non-Adjusted,Seminole (Primary),626,Natural                       ,No,Ground,2023
7168,FL-3590762,LITTLE WEKIVA ESTATES,Non-Adjusted,Seminole (Primary),191,Natural                       ,No,Ground,2023
7169,FL-3590785,SEMINOLE COUNTY SOUTHWEST,Adjusted,Seminole (Primary),8603,H2SiF6,Yes,Ground,2023
7170,FL-3590823,MEREDITH MANOR,Consecutive,Seminole (Primary),1563,Natural                       ,No,Ground,2023
7171,FL-3590865,MULLET LAKE WATER ASSOCIATION,Non-Adjusted,Seminole (Primary),873,Natural                       ,No,Ground,2023
7172,FL-3590879,"WINTER SPRINGS, CITY OF (WEST)",Non-Adjusted,Seminole (Primary),30988,Natural                       ,No,Ground,2023
7173,FL-3590912,OAKLAND SHORES,Consecutive,Seminole (Primary),705,H2SiF6,Yes,Ground,2023
7174,FL-3590970,OVIEDO & A.M.JONES WTPS,Adjusted,Seminole (Primary),41741,H2SiF6,Yes,Ground,2023
7175,FL-3590988,PALM VALLEY MOBILE HOME PARK,Non-Adjusted,Seminole (Primary),1320,Natural                       ,No,Ground,2023
7176,FL-3590993,PARK RIDGE,Non-Adjusted,Seminole (Primary),220,Natural                       ,No,Ground,2023
7177,FL-3591061,RAVENNA PARK,Non-Adjusted,Seminole (Primary),1882,Natural                       ,No,Ground,2023
7178,FL-3591121,SANLANDO UTIL/WEKIVA HUNT CLUB,Non-Adjusted,Seminole (Primary),33041,Natural                       ,No,Ground,2023
7179,FL-3591248,SPRING HAMMOCK MHP,Non-Adjusted,Seminole (Primary),134,Natural                       ,No,Ground,2023
7180,FL-3591395,TWELVE OAKS R.V.RESORT,Non-Adjusted,Seminole (Primary),447,Natural                       ,No,Ground,2023
7181,FL-3591451,WEATHERSFIELD,Consecutive,Seminole (Primary),3774,H2SiF6,Yes,Ground,2023
7182,FL-3594050,SEMINOLE WOODS COMMUNITY ASSN,Non-Adjusted,Seminole (Primary),697,Natural                       ,No,Ground,2023
7183,FL-3594107,SEMINOLE COUNTY NORTHWEST,Adjusted,Seminole (Primary),28600,H2SiF6,Yes,Ground,2023
7184,FL-3594186,BLACK HAMMOCK -MSBU,Consecutive,Seminole (Primary),698,H2SiF6,Yes,Ground,2023
7185,FL-3594214,CHASE GROVES,Consecutive,Seminole (Primary),3623,H2SiF6,Yes,Ground,2023
7186,FL-3594216,SUNSHADOWS APARTMENTS,Consecutive,Seminole (Primary),882,H2SiF6,Yes,Ground,2023
7187,FL-3594230,MIDWAY-CANAAN WATER ASSOCIATION,Consecutive,Seminole (Primary),1341,H2SiF6,Yes,Ground,2023
7188,FL-3600009,SOUTH SUMTER UTILITIES,Non-Adjusted,Sumter (Primary),18782,Natural                       ,No,Ground,2023
7189,FL-3640019,JOHN KNOX VILLAGE,Non-Adjusted,Volusia (Primary),662,Natural                       ,No,Ground,2023
7190,FL-3640156,MEADOWLEA ESTATES,Non-Adjusted,Volusia (Primary),252,Natural                       ,No,Ground,2023
7191,FL-3640275,"DAYTONA BEACH, CITY OF",Adjusted,Volusia (Primary),68580,Na2SiF6 Dry,Yes,Ground,2023
7192,FL-3640285,APPLEGATE ESTATES MHP,Non-Adjusted,Volusia (Primary),246,Natural                       ,No,Ground,2023
7193,FL-3640286,"DELAND, CITY OF",Adjusted,Volusia (Primary),45520,H2SiF6,Yes,Ground,2023
7194,FL-3640287,DELTONA LAKES,Non-Adjusted,Volusia (Primary),70051,Natural                       ,No,Ground,2023
7195,FL-3640331,"EDGEWATER, CITY OF",Non-Adjusted,Volusia (Primary),22985,Natural                       ,No,Ground,2023
7196,FL-3640336,ELDORADO ESTATES,Non-Adjusted,Volusia (Primary),224,Natural                       ,No,Ground,2023
7197,FL-3640403,FLA.UNITED METH.CHILDRENS HOME,Non-Adjusted,Volusia (Primary),179,Natural                       ,No,Ground,2023
7198,FL-3640412,SPRUCE CREEK FLY IN,Non-Adjusted,Volusia (Primary),3028,Natural                       ,No,Ground,2023
7199,FL-3640528,HIDDEN VALLEY PARK,Non-Adjusted,Volusia (Primary),247,Natural                       ,No,Ground,2023
7200,FL-3640557,"HOLLY HILL, CITY OF",Adjusted,Volusia (Primary),11102,H2SiF6,Yes,Ground,2023
7201,FL-3640643,KOVE ESTATES ASSOCIATION,Non-Adjusted,Volusia (Primary),494,Natural                       ,No,Ground,2023
7202,FL-3640682,LAKE ASHBY MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),82,Natural                       ,No,Ground,2023
7203,FL-3640683,LAKE BERESFORD,Non-Adjusted,Volusia (Primary),1868,Natural                       ,No,Ground,2023
7204,FL-3640727,LAKESIDE VILLAGE MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),89,Natural                       ,No,Ground,2023
7205,FL-3640748,LEMON BLUFF WATER ASSOCIATION,Non-Adjusted,Volusia (Primary),180,Natural                       ,No,Ground,2023
7206,FL-3640876,"NEW SMYRNA BEACH, CITY OF",Adjusted,Volusia (Primary),60664,Na2SiF6 Dry,Yes,Ground,2023
7207,FL-3640945,Orange City Country Village,Non-Adjusted,Volusia (Primary),1627,Natural                       ,No,Ground,2023
7208,FL-3640946,ORANGE CITY UTILITIES,Non-Adjusted,Volusia (Primary),11029,Natural                       ,No,Ground,2023
7209,FL-3640955,ORANGEWOOD MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),60,Natural                       ,No,Ground,2023
7210,FL-3640963,"ORMOND BEACH, CITY OF",Adjusted,Volusia (Primary),45272,H2SiF6,Yes,Ground,2023
7211,FL-3641014,PINE ISLAND UTILITY CORP.,Non-Adjusted,Volusia (Primary),260,Natural                       ,No,Ground,2023
7212,FL-3641041,TOWN OF PONCE INLET,Consecutive,Volusia (Primary),3323,H2SiF6,Yes,Ground,2023
7213,FL-3641044,"PORT ORANGE, CITY OF",Adjusted,Volusia (Primary),63691,H2SiF6,Yes,Ground,2023
7214,FL-3641216,"SOUTH DAYTONA,CITY OF",Consecutive,Volusia (Primary),11695,Na2SiF6 Dry,Yes,Ground,2023
7215,FL-3641308,SUNNY SANDS RESORT INC.,Non-Adjusted,Volusia (Primary),89,Natural                       ,No,Ground,2023
7216,FL-3641315,ENCORE-SUNSHINE HOLIDAY PARK,Non-Adjusted,Volusia (Primary),139,Natural                       ,No,Ground,2023
7217,FL-3641324,TOWN OF PIERSON/OP.BY VCU,Non-Adjusted,Volusia (Primary),2376,Natural                       ,No,Ground,2023
7218,FL-3641336,SOUTHWEST INTERCONNECT,Non-Adjusted,Volusia (Primary),17589,Natural                       ,No,Ground,2023
